node_id,element_type,guid,associated_element_guid,text,length,pos_x,pos_y,info_string,bb_xmin,bb_ymin,bb_zmin,bb_xmax,bb_ymax,bb_zmax,width,height,embedded_door_guid,label_type,zone_stamp_guid,room_name,room_number,room_height,embedded_in_wall_guid
1943,Zone Stamp,763680C9-DF19-9940-AC31-1E94C685A1C4,,,,,,Zone Stamp,11.76,13.08,19.8,13.23,13.94,19.8,,,,,,,,,
1944,Zone Stamp,5CD4266D-FD9A-6C4C-BF06-91143D25FF03,,,,,,Zone Stamp,17.67,12.96,19.8,19.14,13.82,19.8,,,,,,,,,
1945,Zone Stamp,E8008D30-49EC-B343-9AAC-870E340C985F,,,,,,Zone Stamp,17.63,14.81,19.8,19.1,15.67,19.8,,,,,,,,,
1946,Zone Stamp,BC6CD396-70BA-F14F-957C-EB31E538A307,,,,,,Zone Stamp,36.96,14.71,19.8,39.38,15.57,19.8,,,,,,,,,
1947,Zone Stamp,3E89DFAA-C318-B84A-B6D6-FEB22D5E0FAB,,,,,,Zone Stamp,20.37,14.99,23.5,22.95,15.86,23.5,,,,,,,,,
1948,Zone Stamp,E6FA16D8-C303-5942-BD75-CC327438DC31,,,,,,Zone Stamp,7.57,14.98,23.5,9.98,15.84,23.5,,,,,,,,,
1949,Zone Stamp,CA0E2A7E-522F-2144-ADD8-C0EE2E3E9724,,,,,,Zone Stamp,8.2,12.91,23.5,10.27,13.78,23.5,,,,,,,,,
1950,Zone Stamp,BA86F7DE-038D-E24F-B777-7DCCBA694C6A,,,,,,Zone Stamp,14.52,10.89,23.5,16.15,11.75,23.5,,,,,,,,,
1951,Zone Stamp,38FD3EC0-9075-B34D-B9FD-82FD4ABC8856,,,,,,Zone Stamp,11.77,14.79,23.5,13.24,15.65,23.5,,,,,,,,,
1952,Zone Stamp,6ABF8B97-D7CE-6E4D-A8E5-890B662EE2F3,,,,,,Zone Stamp,11.76,13.08,23.5,13.23,13.94,23.5,,,,,,,,,
1953,Zone Stamp,C3495F0B-43B3-3842-AC0D-357AB3BFB707,,,,,,Zone Stamp,17.67,12.96,23.5,19.14,13.82,23.5,,,,,,,,,
1954,Zone Stamp,AF7528D2-19BB-1D44-9ADB-78AFBF70D98B,,,,,,Zone Stamp,17.63,14.81,23.5,19.1,15.67,23.5,,,,,,,,,
1955,Zone Stamp,7D27D607-12E6-AF44-ACF0-A5375FCC6C76,,,,,,Zone Stamp,23.03,13.16,23.5,24.66,14.02,23.5,,,,,,,,,
1956,Zone Stamp,FF85B7EC-1CB8-BF44-A1E5-327C86C2650C,,,,,,Zone Stamp,20.48,12.32,23.5,23.07,13.19,23.5,,,,,,,,,
1957,Zone Stamp,DB51B261-76F3-0B49-8EDE-01F9C4292010,,,,,,Zone Stamp,17.67,12.96,27.2,19.14,13.82,27.2,,,,,,,,,
1958,Zone Stamp,97AEF975-16CA-7540-B578-F86DE781E87B,,,,,,Zone Stamp,17.63,14.81,27.2,19.1,15.67,27.2,,,,,,,,,
1959,Zone Stamp,B2C5C610-ADFE-824A-A4F2-1DF977C22A05,,,,,,Zone Stamp,20.37,14.99,27.2,22.95,15.86,27.2,,,,,,,,,
1960,Zone Stamp,5EC30BB8-E5B4-1843-8194-EEE385BEAB60,,,,,,Zone Stamp,6.45,13.74,27.2,8.64,14.6,27.2,,,,,,,,,
1961,Zone Stamp,014419FB-6E52-6341-94DB-E81F586559CD,,,,,,Zone Stamp,7.57,14.98,27.2,9.98,15.84,27.2,,,,,,,,,
1962,Zone Stamp,B010D09A-D3B1-8149-B0DF-4AF5C62FC2A1,,,,,,Zone Stamp,8.2,12.91,27.2,10.27,13.78,27.2,,,,,,,,,
1963,Zone Stamp,919B9140-291D-B846-961E-5F01B3D9943D,,,,,,Zone Stamp,14.52,10.89,27.2,16.15,11.75,27.2,,,,,,,,,
1964,Zone Stamp,1F185F5E-98E5-0446-80A6-657D3BDDDDA2,,,,,,Zone Stamp,11.77,14.79,27.2,13.24,15.65,27.2,,,,,,,,,
1965,Zone Stamp,87C537E8-D30A-B548-B309-49C7F77CE4D0,,,,,,Zone Stamp,11.76,13.08,27.2,13.23,13.94,27.2,,,,,,,,,
1966,Zone Stamp,B4868A8D-F52A-CC49-AE9F-C60ED1291014,,,,,,Zone Stamp,20.48,12.32,27.2,23.07,13.19,27.2,,,,,,,,,
1967,Zone Stamp,E45D682E-0C11-D44B-95DA-C791CC709317,,,,,,Zone Stamp,22.59,13.24,27.2,24.22,14.11,27.2,,,,,,,,,
1968,Zone Stamp,847DA774-0DED-2A4F-AF84-E2AF74990136,,,,,,Zone Stamp,7.99,13.35,23.5,10.17,14.21,23.5,,,,,,,,,
1969,Zone Stamp,470F622E-CE6C-5041-AF1C-99F2FDE16392,,,,,,Zone Stamp,20.73,12.32,30.9,22.82,13.19,30.9,,,,,,,,,
1970,Zone Stamp,1C4AC16C-6999-3D4D-921F-F6FBA635D0BC,,,,,,Zone Stamp,22.34,13.51,30.9,24.55,14.37,30.9,,,,,,,,,
1971,Zone Stamp,AA5E380C-BE90-5245-B776-EEE66EA6F22E,,,,,,Zone Stamp,20.44,14.99,30.9,22.88,15.86,30.9,,,,,,,,,
1972,Zone Stamp,09B83079-FC29-AA47-95F4-21EB3AD3A642,,,,,,Zone Stamp,6.45,13.74,30.9,8.64,14.6,30.9,,,,,,,,,
1973,Zone Stamp,01DF7061-8230-374C-BC91-F6B42E55290A,,,,,,Zone Stamp,7.57,14.98,30.9,9.98,15.84,30.9,,,,,,,,,
1974,Zone Stamp,0337DD22-AE91-924A-9613-5D57EE13A47C,,,,,,Zone Stamp,8.2,12.91,30.9,10.27,13.78,30.9,,,,,,,,,
1975,Zone Stamp,24CF42A4-497A-2B40-8310-7147A72A611C,,,,,,Zone Stamp,14.52,10.89,30.9,16.15,11.75,30.9,,,,,,,,,
1976,Zone Stamp,B529BF46-60BD-3A4A-8C03-5E1AC68AEA0C,,,,,,Zone Stamp,11.77,14.79,30.9,13.24,15.65,30.9,,,,,,,,,
1977,Zone Stamp,815E6DDB-6DED-8046-BC0A-E2A8CAD5DB78,,,,,,Zone Stamp,11.76,13.08,30.9,13.23,13.94,30.9,,,,,,,,,
1978,Zone Stamp,87A0ECFF-CF66-2746-8014-F9F504E4D405,,,,,,Zone Stamp,17.67,12.96,30.9,19.14,13.82,30.9,,,,,,,,,
1979,Zone Stamp,41B18037-0CD4-4F42-9DA5-4B7428DE393D,,,,,,Zone Stamp,17.63,14.81,30.9,19.1,15.67,30.9,,,,,,,,,
1980,Zone Stamp,4CC613F1-4CD4-4445-8484-40A7824A54FF,,,,,,Zone Stamp,31.1,14.51,30.9,33.51,15.37,30.9,,,,,,,,,
1981,Zone Stamp,51764710-C150-3146-9BEE-F521E1529D01,,,,,,Zone Stamp,20.73,12.32,34.6,22.82,13.19,34.6,,,,,,,,,
1982,Zone Stamp,6DE1B375-E8BF-7143-8521-89703E006B5F,,,,,,Zone Stamp,22.34,13.51,34.6,24.55,14.37,34.6,,,,,,,,,
1983,Zone Stamp,87DB3942-394E-6D47-970A-90C68C5E1E04,,,,,,Zone Stamp,20.44,14.99,34.6,22.88,15.86,34.6,,,,,,,,,
1984,Zone Stamp,6B3C8FBC-5FC7-7948-AE9B-557DE6F9F193,,,,,,Zone Stamp,6.45,13.74,34.6,8.64,14.6,34.6,,,,,,,,,
1985,Zone Stamp,2B1F1404-8E0F-9046-B124-9CFF7E8E2BD1,,,,,,Zone Stamp,7.57,14.98,34.6,9.98,15.84,34.6,,,,,,,,,
1986,Zone Stamp,BDDF6EA0-969D-214B-81D3-25B903FD9BA2,,,,,,Zone Stamp,8.2,12.91,34.6,10.27,13.78,34.6,,,,,,,,,
1987,Zone Stamp,AFF24A27-B70D-1846-9D2F-DB8649B984BC,,,,,,Zone Stamp,14.52,10.89,34.6,16.15,11.75,34.6,,,,,,,,,
1988,Zone Stamp,ED6D9C66-AEBC-7D4B-8682-F00860601033,,,,,,Zone Stamp,11.77,14.79,34.6,13.24,15.65,34.6,,,,,,,,,
1989,Zone Stamp,453E9706-B1B8-C544-B34C-1610E3FA73BA,,,,,,Zone Stamp,11.76,13.08,34.6,13.23,13.94,34.6,,,,,,,,,
1990,Zone Stamp,52C86175-6F32-AC49-93AA-64D5F801CD83,,,,,,Zone Stamp,17.67,12.96,34.6,19.14,13.82,34.6,,,,,,,,,
1991,Zone Stamp,1F4E3808-80F1-BF43-9679-6FB3D9F4258A,,,,,,Zone Stamp,17.63,14.81,34.6,19.1,15.67,34.6,,,,,,,,,
1992,Zone Stamp,67F5A72E-1720-B244-B7C1-A74EA59D998B,,,,,,Zone Stamp,31.1,14.51,34.6,33.51,15.37,34.6,,,,,,,,,
1993,Zone Stamp,6527C13A-584A-124D-9F7C-3A17B6ACB583,,,,,,Zone Stamp,20.73,12.32,38.3,22.82,13.19,38.3,,,,,,,,,
1994,Zone Stamp,AE4604BD-F6F8-3A45-8599-7F97112F6BC0,,,,,,Zone Stamp,22.34,13.51,38.3,24.55,14.37,38.3,,,,,,,,,
1995,Zone Stamp,2746C9C9-F0BB-154E-B49E-BF56FD56C2FE,,,,,,Zone Stamp,20.44,14.99,38.3,22.88,15.86,38.3,,,,,,,,,
1996,Zone Stamp,2D3F425B-E555-F142-9047-03D7F0287C13,,,,,,Zone Stamp,7.57,14.98,38.3,9.98,15.84,38.3,,,,,,,,,
1997,Zone Stamp,0EEA107E-018B-B148-98EF-380AF30B5CC8,,,,,,Zone Stamp,8.2,12.91,38.3,10.27,13.78,38.3,,,,,,,,,
1998,Zone Stamp,71AB8B81-4A47-3C46-96AB-8DDED085B09F,,,,,,Zone Stamp,14.52,10.89,38.3,16.15,11.75,38.3,,,,,,,,,
1999,Zone Stamp,BCE10F74-E27D-8545-B36B-E07D3DF30AAC,,,,,,Zone Stamp,11.77,14.79,38.3,13.24,15.65,38.3,,,,,,,,,
2000,Zone Stamp,6FEBE752-902B-4D4C-8B46-37485DA8F6BE,,,,,,Zone Stamp,11.76,13.08,38.3,13.23,13.94,38.3,,,,,,,,,
2001,Zone Stamp,93F5ACA2-0FD9-9943-87EB-FC769916D963,,,,,,Zone Stamp,17.67,12.96,38.3,19.14,13.82,38.3,,,,,,,,,
2002,Zone Stamp,B871E4C3-0561-1E46-A148-7EAE54C6A450,,,,,,Zone Stamp,17.63,14.81,38.3,19.1,15.67,38.3,,,,,,,,,
2003,Zone Stamp,C5767D2A-B0A8-8D42-8702-3C8FCED0B313,,,,,,Zone Stamp,31.1,14.51,38.3,33.51,15.37,38.3,,,,,,,,,
2004,Zone Stamp,D5C9AF32-A8EB-FE43-8CFC-E8E75B070BE9,,,,,,Zone Stamp,7.03,13.36,38.3,8.65,14.22,38.3,,,,,,,,,
2005,Zone Stamp,63D622D4-BC62-FB4B-876F-9779EE5977FF,,,,,,Zone Stamp,20.73,12.32,42.0,22.82,13.19,42.0,,,,,,,,,
2006,Zone Stamp,B60FEC07-932C-0045-B7AB-E1FD592A57AF,,,,,,Zone Stamp,22.34,13.51,42.0,24.55,14.37,42.0,,,,,,,,,
2007,Zone Stamp,E91A0D38-8997-4A48-91E5-8307B93E4A28,,,,,,Zone Stamp,20.44,14.99,42.0,22.88,15.86,42.0,,,,,,,,,
2008,Zone Stamp,99B6F3B0-21D4-454A-8032-68A0CDBA4E68,,,,,,Zone Stamp,6.45,13.74,42.0,8.64,14.6,42.0,,,,,,,,,
2009,Zone Stamp,DAEFF2C8-5B55-5B4C-B37D-1B17AD8DB586,,,,,,Zone Stamp,7.57,14.98,42.0,9.98,15.84,42.0,,,,,,,,,
2010,Zone Stamp,77EA6CD1-6280-A64F-BB1E-DCAEF14C50C8,,,,,,Zone Stamp,8.2,12.91,42.0,10.27,13.78,42.0,,,,,,,,,
2011,Zone Stamp,C8CB8346-F6A7-C841-8BCA-D0A9BAB487D1,,,,,,Zone Stamp,14.52,10.89,42.0,16.15,11.75,42.0,,,,,,,,,
2012,Zone Stamp,75F22D7E-86F6-D844-9B69-0F8C63174DA9,,,,,,Zone Stamp,11.77,14.79,42.0,13.24,15.65,42.0,,,,,,,,,
2013,Zone Stamp,88C5C66C-586E-BF4E-A8B7-99F9935E15AD,,,,,,Zone Stamp,11.76,13.08,42.0,13.23,13.94,42.0,,,,,,,,,
2014,Zone Stamp,9A50CB83-FA8B-534B-BBD7-69770EFB4006,,,,,,Zone Stamp,17.67,12.96,42.0,19.14,13.82,42.0,,,,,,,,,
2015,Zone Stamp,360DD472-385E-3D40-A5D1-51007370ABFF,,,,,,Zone Stamp,17.63,14.81,42.0,19.1,15.67,42.0,,,,,,,,,
2016,Zone Stamp,28F60E8F-5B08-564E-AEBE-FB2AC86E40E5,,,,,,Zone Stamp,31.1,14.51,42.0,33.51,15.37,42.0,,,,,,,,,
2017,Zone Stamp,0DADBA35-BE73-5B46-A034-4673401807FF,,,,,,Zone Stamp,20.73,12.32,45.7,22.82,13.19,45.7,,,,,,,,,
2018,Zone Stamp,5ADDDA10-D904-234C-9BE0-767BB5871C89,,,,,,Zone Stamp,22.34,13.51,45.7,24.55,14.37,45.7,,,,,,,,,
2019,Zone Stamp,F8B88E79-CBCA-8A45-94B8-6919D249B7CB,,,,,,Zone Stamp,20.44,14.99,45.7,22.88,15.86,45.7,,,,,,,,,
2020,Zone Stamp,C5C118FD-1E39-1F43-A453-0DC46AA20BD9,,,,,,Zone Stamp,6.45,13.74,45.7,8.64,14.6,45.7,,,,,,,,,
2021,Zone Stamp,9F74CD32-1374-CA48-B226-2EB5C521EA03,,,,,,Zone Stamp,7.57,14.98,45.7,9.98,15.84,45.7,,,,,,,,,
2022,Zone Stamp,C0E58D65-8982-7F4A-9EE6-008BA087AFAB,,,,,,Zone Stamp,8.2,12.91,45.7,10.27,13.78,45.7,,,,,,,,,
2023,Zone Stamp,3E191C89-D60E-474A-B6A6-050BEC6D0500,,,,,,Zone Stamp,14.52,10.89,45.7,16.15,11.75,45.7,,,,,,,,,
2024,Zone Stamp,0B95D221-0419-7245-AB34-E4D42AD57F70,,,,,,Zone Stamp,11.77,14.79,45.7,13.24,15.65,45.7,,,,,,,,,
2025,Zone Stamp,7C5490E2-5E92-D94A-AF37-2F18853BDC5D,,,,,,Zone Stamp,11.76,13.08,45.7,13.23,13.94,45.7,,,,,,,,,
2026,Zone Stamp,0E5DF97F-6870-C944-8B0B-40C9663ED951,,,,,,Zone Stamp,17.67,12.96,45.7,19.14,13.82,45.7,,,,,,,,,
2027,Zone Stamp,2F99F4F2-4B96-0C4F-9A6D-CA36C2105682,,,,,,Zone Stamp,17.63,14.81,45.7,19.1,15.67,45.7,,,,,,,,,
2028,Zone Stamp,9D9616C0-B41C-BC4A-B6AB-7BFF6AC5049F,,,,,,Zone Stamp,31.1,14.51,45.7,33.51,15.37,45.7,,,,,,,,,
2029,Zone Stamp,93377DE8-689F-3D42-A696-236B18E1BB1B,,,,,,Zone Stamp,20.73,12.32,49.4,22.82,13.19,49.4,,,,,,,,,
2030,Zone Stamp,0A7A322F-02D4-A144-9A27-E38449CB6CB4,,,,,,Zone Stamp,22.34,13.51,49.4,24.55,14.37,49.4,,,,,,,,,
2031,Zone Stamp,B9D63669-0778-FE46-B377-90AC1E084520,,,,,,Zone Stamp,20.44,14.99,49.4,22.88,15.86,49.4,,,,,,,,,
2032,Zone Stamp,E67A95BE-B87C-A44E-876E-8794DE3F835F,,,,,,Zone Stamp,6.45,13.74,49.4,8.64,14.6,49.4,,,,,,,,,
2033,Zone Stamp,A84B1EAF-392C-A248-9881-D9EAC0C04294,,,,,,Zone Stamp,7.57,14.98,49.4,9.98,15.84,49.4,,,,,,,,,
2034,Zone Stamp,E35AB757-0D25-2841-A964-7B694071FFE8,,,,,,Zone Stamp,8.2,12.91,49.4,10.27,13.78,49.4,,,,,,,,,
2035,Zone Stamp,BC57FA4A-5741-DA41-AC7E-E43D08E4E91D,,,,,,Zone Stamp,14.52,10.89,49.4,16.15,11.75,49.4,,,,,,,,,
2036,Zone Stamp,78CE8FC4-FB1D-E54A-901B-F6DCC59850C0,,,,,,Zone Stamp,11.77,14.79,49.4,13.24,15.65,49.4,,,,,,,,,
2037,Zone Stamp,89DB1A0E-9793-9448-BF3F-A380F3F08166,,,,,,Zone Stamp,11.76,13.08,49.4,13.23,13.94,49.4,,,,,,,,,
2038,Zone Stamp,9C89C13D-345C-0D41-BBA1-3C92E78B778C,,,,,,Zone Stamp,17.67,12.96,49.4,19.14,13.82,49.4,,,,,,,,,
2039,Zone Stamp,9DC5AD1E-9CB7-8D4A-9D6D-7645F612D166,,,,,,Zone Stamp,17.63,14.81,49.4,19.1,15.67,49.4,,,,,,,,,
2040,Zone Stamp,31D169F7-9390-9641-A8CD-C48ACCED27DA,,,,,,Zone Stamp,31.1,14.51,49.4,33.51,15.37,49.4,,,,,,,,,
2041,Zone Stamp,D04EC756-F132-6242-AED0-7835A6DD5119,,,,,,Zone Stamp,17.67,12.96,53.1,19.14,13.82,53.1,,,,,,,,,
2042,Zone Stamp,958896F0-4A6B-614E-8ACB-7D0DA67A36D5,,,,,,Zone Stamp,17.63,14.81,53.1,19.1,15.67,53.1,,,,,,,,,
2043,Zone Stamp,D900C4FA-844A-E948-8FCE-6B1BCD1827A1,,,,,,Zone Stamp,23.03,13.16,53.1,24.66,14.02,53.1,,,,,,,,,
2044,Zone Stamp,E4138B43-A626-BB4E-9578-931D054BAF08,,,,,,Zone Stamp,20.37,14.99,53.1,22.95,15.86,53.1,,,,,,,,,
2045,Zone Stamp,94556512-95CB-414F-BE84-EF52277BE5FA,,,,,,Zone Stamp,7.99,13.35,53.1,10.17,14.21,53.1,,,,,,,,,
2046,Zone Stamp,7A379607-9CCC-D542-814B-16CACCF374E2,,,,,,Zone Stamp,7.57,14.98,53.1,9.98,15.84,53.1,,,,,,,,,
2047,Zone Stamp,02A051BD-0751-EE49-A5E7-EF1B79531B78,,,,,,Zone Stamp,8.2,12.91,53.1,10.27,13.78,53.1,,,,,,,,,
2048,Zone Stamp,9CDA8151-6C9A-674B-8137-7CB6A67EEC56,,,,,,Zone Stamp,14.52,10.89,53.1,16.15,11.75,53.1,,,,,,,,,
2049,Zone Stamp,E282223E-1BB9-044F-B332-26FF2C9F2A03,,,,,,Zone Stamp,11.77,14.79,53.1,13.24,15.65,53.1,,,,,,,,,
2050,Zone Stamp,84199D81-CE59-5B49-B627-4E0F02FC8EE8,,,,,,Zone Stamp,11.76,13.08,53.1,13.23,13.94,53.1,,,,,,,,,
2051,Zone Stamp,E2AD02D2-1E63-F94E-A21B-169DC81099E1,,,,,,Zone Stamp,20.48,12.32,53.1,23.07,13.19,53.1,,,,,,,,,
2052,Zone Stamp,77577C85-3B42-AA46-9301-DEE2A5BDBC43,,,,,,Zone Stamp,17.67,12.96,56.8,19.14,13.82,56.8,,,,,,,,,
2053,Zone Stamp,04821F64-A60D-C842-BF8C-531ABCD65CCA,,,,,,Zone Stamp,17.63,14.81,56.8,19.1,15.67,56.8,,,,,,,,,
2054,Zone Stamp,BB2F1130-DD49-0048-91D6-B96EFF7CC192,,,,,,Zone Stamp,22.59,13.24,56.8,24.22,14.11,56.8,,,,,,,,,
2055,Zone Stamp,819C89B0-8F5C-7647-8E44-A6B5CA4CFD2E,,,,,,Zone Stamp,20.37,14.99,56.8,22.95,15.86,56.8,,,,,,,,,
2056,Zone Stamp,0FBE594B-56F5-8441-865C-375FDFCC3B37,,,,,,Zone Stamp,6.45,13.74,56.8,8.64,14.6,56.8,,,,,,,,,
2057,Zone Stamp,74B82888-4AEC-2C45-91AF-C3BFF69C24C4,,,,,,Zone Stamp,7.57,14.98,56.8,9.98,15.84,56.8,,,,,,,,,
2058,Zone Stamp,73E42272-B7CE-174E-8837-C3FEAE01AA8E,,,,,,Zone Stamp,8.2,12.91,56.8,10.27,13.78,56.8,,,,,,,,,
2059,Zone Stamp,DB727AC7-AC52-A74B-B06D-A5FDCAE88D57,,,,,,Zone Stamp,14.52,10.89,56.8,16.15,11.75,56.8,,,,,,,,,
2060,Zone Stamp,3907639B-797A-E746-96CA-B33921BF1EF3,,,,,,Zone Stamp,11.77,14.79,56.8,13.24,15.65,56.8,,,,,,,,,
2061,Zone Stamp,EBB0E5C3-250D-E342-ACDF-C51677F4550D,,,,,,Zone Stamp,11.76,13.08,56.8,13.23,13.94,56.8,,,,,,,,,
2062,Zone Stamp,0891E1FD-D349-4648-A643-7627FD458698,,,,,,Zone Stamp,20.48,12.32,56.8,23.07,13.19,56.8,,,,,,,,,
2063,Zone Stamp,93B2F467-D7FD-7A4E-A8D0-E5BB762F6368,,,,,,Zone Stamp,26.39,0.93,56.8,27.86,1.79,56.8,,,,,,,,,
2064,Zone Stamp,7A939D15-E943-C44C-B43B-24745418DB68,,,,,,Zone Stamp,20.73,12.32,60.5,22.82,13.19,60.5,,,,,,,,,
2065,Zone Stamp,461B3F75-6A19-4C40-825E-21D2116EAA74,,,,,,Zone Stamp,22.34,13.51,60.5,24.55,14.37,60.5,,,,,,,,,
2066,Zone Stamp,95F6A000-A6F4-5846-94C2-15875971BAB0,,,,,,Zone Stamp,20.44,14.99,60.5,22.88,15.86,60.5,,,,,,,,,
2067,Zone Stamp,84C4C0F2-958B-8445-B5D4-813E7BFA7212,,,,,,Zone Stamp,6.45,13.74,60.5,8.64,14.6,60.5,,,,,,,,,
2068,Zone Stamp,AEDA8EF1-17B6-A949-8093-E10B67DC9020,,,,,,Zone Stamp,7.57,14.98,60.5,9.98,15.84,60.5,,,,,,,,,
2069,Zone Stamp,6586AA12-04D1-5840-985D-9BFF9719F107,,,,,,Zone Stamp,8.2,12.91,60.5,10.27,13.78,60.5,,,,,,,,,
2070,Zone Stamp,3DD4673C-D113-8E49-83B9-73100A2F1EF5,,,,,,Zone Stamp,14.52,10.89,60.5,16.15,11.75,60.5,,,,,,,,,
2071,Zone Stamp,45EB3D4B-9356-EB48-8DE4-02F6C98B72C7,,,,,,Zone Stamp,11.77,14.79,60.5,13.24,15.65,60.5,,,,,,,,,
2072,Zone Stamp,6BFB213B-F994-6247-904C-B6CDB9A25531,,,,,,Zone Stamp,11.76,13.08,60.5,13.23,13.94,60.5,,,,,,,,,
2073,Zone Stamp,F215873B-F40D-2F48-B8B3-573E2647D0A6,,,,,,Zone Stamp,17.67,12.96,60.5,19.14,13.82,60.5,,,,,,,,,
2074,Zone Stamp,3B1F0FC4-9158-AF4E-9B5A-FBFD98CE558E,,,,,,Zone Stamp,17.63,14.81,60.5,19.1,15.67,60.5,,,,,,,,,
2075,Zone Stamp,15E73DB8-A7AC-364D-A387-AB11B644BCC6,,,,,,Zone Stamp,25.67,13.36,60.5,28.08,14.22,60.5,,,,,,,,,
2076,Zone Stamp,0BADC9B6-6FBD-2A4F-99E3-B2DBD8D5683C,,,,,,Zone Stamp,20.73,12.32,64.2,22.82,13.19,64.2,,,,,,,,,
2077,Zone Stamp,7671A21F-2283-0B4E-909E-5C7771EC8C15,,,,,,Zone Stamp,22.34,13.51,64.2,24.55,14.37,64.2,,,,,,,,,
2078,Zone Stamp,591EBD48-6E48-BE40-8604-9B292E14FC61,,,,,,Zone Stamp,20.44,14.99,64.2,22.88,15.86,64.2,,,,,,,,,
2079,Zone Stamp,C82DEF93-8C25-0A4A-98D7-830AF2C63628,,,,,,Zone Stamp,6.73,13.74,64.2,8.36,14.6,64.2,,,,,,,,,
2080,Zone Stamp,0B6CEE01-194D-1C4E-A07B-96FFD635EFFE,,,,,,Zone Stamp,7.57,14.98,64.2,9.98,15.84,64.2,,,,,,,,,
2081,Zone Stamp,65D9107F-5ED4-2C44-AE94-62084F5F5E25,,,,,,Zone Stamp,8.2,12.91,64.2,10.27,13.78,64.2,,,,,,,,,
2082,Zone Stamp,8C60017A-5FF6-8A4D-8981-592FDE3DB64B,,,,,,Zone Stamp,14.52,10.89,64.2,16.15,11.75,64.2,,,,,,,,,
2083,Zone Stamp,9CE467A3-3EC6-0642-9AC0-75D707FB8E56,,,,,,Zone Stamp,11.77,14.79,64.2,13.24,15.65,64.2,,,,,,,,,
2084,Zone Stamp,5329EBD7-0A6C-1347-B0C9-DAA27AE0E07A,,,,,,Zone Stamp,11.76,13.08,64.2,13.23,13.94,64.2,,,,,,,,,
2085,Zone Stamp,54BA8BC6-69A5-2D47-B076-E520EB01FFD0,,,,,,Zone Stamp,17.67,12.96,64.2,19.14,13.82,64.2,,,,,,,,,
2086,Zone Stamp,5CF5DD03-6562-4B4B-8751-3BC01F05ABBB,,,,,,Zone Stamp,17.63,14.81,64.2,19.1,15.67,64.2,,,,,,,,,
2087,Zone Stamp,431DBEA2-5FD4-4F43-A4EB-41B321311EBB,,,,,,Zone Stamp,25.67,13.36,64.2,28.08,14.22,64.2,,,,,,,,,
2088,Zone Stamp,140E4A00-FBFC-3F4C-8591-157E1636122C,,,,,,Zone Stamp,20.73,12.32,67.9,22.82,13.19,67.9,,,,,,,,,
2089,Zone Stamp,DDE21080-9C80-5B4D-ADED-0C56114CC9FC,,,,,,Zone Stamp,22.34,13.51,67.9,24.55,14.37,67.9,,,,,,,,,
2090,Zone Stamp,BC64DBC6-4558-0942-B1EB-0FACDB7946B3,,,,,,Zone Stamp,20.44,14.99,67.9,22.88,15.86,67.9,,,,,,,,,
2091,Zone Stamp,9A796E7B-33F4-774B-929B-B877EE52C320,,,,,,Zone Stamp,6.45,13.74,67.9,8.64,14.6,67.9,,,,,,,,,
2092,Zone Stamp,3BEE126E-B977-A041-9131-0ACE9C5E1252,,,,,,Zone Stamp,7.57,14.98,67.9,9.98,15.84,67.9,,,,,,,,,
2093,Zone Stamp,C31842A2-E45F-CB43-B26E-4A28EDE4842F,,,,,,Zone Stamp,8.2,12.91,67.9,10.27,13.78,67.9,,,,,,,,,
2094,Zone Stamp,A8F4BE80-0982-4F4D-8250-D231650D6FF0,,,,,,Zone Stamp,14.52,10.89,67.9,16.15,11.75,67.9,,,,,,,,,
2095,Zone Stamp,97A14B30-AB3C-9F40-924C-D01615D15D31,,,,,,Zone Stamp,11.77,14.79,67.9,13.24,15.65,67.9,,,,,,,,,
2096,Zone Stamp,0FAB56BE-C914-8346-B7FE-6EA9BBED2BB9,,,,,,Zone Stamp,11.76,13.08,67.9,13.23,13.94,67.9,,,,,,,,,
2097,Zone Stamp,9CAE555A-9EF0-A04C-863E-85B6892765CC,,,,,,Zone Stamp,17.67,12.96,67.9,19.14,13.82,67.9,,,,,,,,,
2098,Zone Stamp,E48A9A56-C540-0D46-85BB-6CF93973265F,,,,,,Zone Stamp,17.63,14.81,67.9,19.1,15.67,67.9,,,,,,,,,
2099,Zone Stamp,4908292C-46C9-F843-8D31-C85B5CF5C1E5,,,,,,Zone Stamp,25.67,13.36,67.9,28.08,14.22,67.9,,,,,,,,,
2100,Zone Stamp,9913C2CB-56A1-AB44-BDA5-62AA62162EA1,,,,,,Zone Stamp,20.73,12.32,71.6,22.82,13.19,71.6,,,,,,,,,
2101,Zone Stamp,377DBDB1-9EE2-DB44-8E49-84BD218D971A,,,,,,Zone Stamp,22.34,13.51,71.6,24.55,14.37,71.6,,,,,,,,,
2102,Zone Stamp,626C8BF6-967C-6A4E-BD16-D402371ED431,,,,,,Zone Stamp,20.44,14.99,71.6,22.88,15.86,71.6,,,,,,,,,
2103,Zone Stamp,40057E09-4501-884E-AD36-7FB3B0459E45,,,,,,Zone Stamp,6.45,13.74,71.6,8.64,14.6,71.6,,,,,,,,,
2104,Zone Stamp,B3C6F5A2-F386-8048-BABF-5354F773FF69,,,,,,Zone Stamp,7.57,14.98,71.6,9.98,15.84,71.6,,,,,,,,,
2105,Zone Stamp,039BADED-CCA0-1D45-916E-A704A5D0D680,,,,,,Zone Stamp,8.2,12.91,71.6,10.27,13.78,71.6,,,,,,,,,
